file name | last modified | file size
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_smr_totals.RDS | 2023-01-01 01:47:21 | 14993
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_nmr_gender_specific.csv | 2023-01-01 01:47:21 | 24440
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_nmr_totals.csv | 2023-01-01 01:47:21 | 2501
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_nmr_gender.csv | 2023-01-01 01:47:21 | 7091
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_nmr_gender_specific.RDS | 2023-01-01 01:47:21 | 8747
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_nmr_gender.RDS | 2023-01-01 01:47:21 | 3889
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_smr_totals.csv | 2023-01-01 01:47:21 | 37155
/Users/sameernd/Desktop/CJD_Epi/data/output/cleaned_nmr_totals.RDS | 2023-01-01 01:47:21 | 1792
